,name,state,level4,level3,level2,level1,Molecular Weight,logP,Water Solubility,logS,Bioavailability,pKa (strongest acidic),Refractivity,Number of Rings,H Bond Donor Count,Rotatable Bond Count,Polar Surface Area (PSA),pKa (strongest basic),Ghose Filter,Monoisotopic Weight,MDDR-Like Rule,Polarizability,H Bond Acceptor Count,Physiological Charge,Rule of Five
4645,Ospemifene,solid,G03XC,G03X,G03,G,378.891,5.56,0.000526,-5.9,1.0,15.1,121.68,3.0,1.0,8.0,29.46,-2.8,1.0,378.138657687,1.0,41.97,2.0,0.0,0.0
4649,Acadesine,solid,C01EB,C01E,C01,C,258.2313,-2.6,25.0,-1.0,1.0,12.45,58.27,2.0,5.0,3.0,156.85,4.82,0.0,258.096419578,0.0,24.03,7.0,0.0,1.0
4651,Iloperidone,solid,N05AX,N05A,N05,N,426.4806,3.22,0.0304,-4.2,1.0,16.14,116.65,4.0,0.0,8.0,64.8,8.53,1.0,426.195485567,1.0,46.51,5.0,1.0,1.0
4653,Lofexidine,solid,N07BC,N07B,N07,N,259.132,2.66,0.147,-3.2,1.0,,64.41,2.0,1.0,3.0,33.62,9.27,1.0,258.03266843,0.0,25.11,3.0,1.0,1.0
4656,Pirfenidone,solid,L04AX,L04A,L04,L,185.2218,2.14,2.89,-1.8,1.0,,57.0,2.0,0.0,1.0,20.31,-1.2,1.0,185.084063979,0.0,20.28,1.0,0.0,1.0
4658,Ezogabine,solid,N03AX,N03A,N03,N,303.3314,2.7,0.0307,-4.0,1.0,13.6,87.02,2.0,3.0,6.0,76.38,3.99,1.0,303.13830504,0.0,31.97,4.0,0.0,1.0
4680,Plitidepsin,solid,L01XX,L01X,L01,L,1110.357,3.98,0.0201,-4.7,0.0,10.91,288.14,4.0,4.0,15.0,284.74,-3.1,0.0,1109.626015129,1.0,117.17,13.0,0.0,0.0
4695,Satraplatin,solid,L01XA,L01X,L01,L,500.283,1.17,13.5,-1.4,1.0,,30.93,1.0,1.0,0.0,26.02,10.45,0.0,499.060437065,0.0,12.44,1.0,1.0,0.0
4708,Ingenol mebutate,solid,D06BX,D06B,D06,D,430.541,2.51,0.279,-3.2,1.0,12.13,117.86,4.0,3.0,4.0,104.06,-2.8,1.0,430.235538815,0.0,47.14,5.0,0.0,1.0
4710,Belinostat,solid,L01XH,L01X,L01,L,318.35,1.81,0.0285,-4.0,1.0,7.82,83.48,2.0,3.0,4.0,95.5,-5.1,1.0,318.067428113,0.0,30.99,4.0,0.0,1.0
4711,Ataluren,solid,M09AX,M09A,M09,M,284.242,3.92,0.117,-3.4,1.0,3.9,94.66,3.0,1.0,3.0,76.22,-1.6,1.0,284.059720369,0.0,27.66,4.0,-1.0,1.0
4713,Migalastat,solid,A16AX,A16A,A16,A,163.1717,-2.9,511.0,0.5,1.0,12.91,36.57,1.0,5.0,1.0,92.95,8.06,0.0,163.084457909,0.0,15.86,5.0,1.0,1.0
4720,Arimoclomol,solid,N07XX,N07X,N07,N,313.78,-0.44,0.237,-3.1,1.0,14.0,82.76,2.0,1.0,6.0,72.0,9.14,0.0,313.119319228,0.0,32.98,5.0,1.0,1.0
4729,Indacaterol,solid,R03AC,R03A,R03,R,392.4907,3.26,0.00798,-4.7,1.0,8.51,118.1,4.0,4.0,6.0,81.59,9.71,1.0,392.209992772,1.0,44.96,4.0,1.0,1.0
4746,Erdosteine,solid,R05CB,R05C,R05,R,249.307,-0.65,4.85,-1.7,1.0,3.79,57.92,1.0,2.0,5.0,83.47,-3.7,0.0,249.012949225,0.0,23.92,4.0,-1.0,1.0
4767,Ganaxolone,solid,N03AX,N03A,N03,N,332.528,4.27,0.000712,-5.7,1.0,19.1,97.54,4.0,1.0,1.0,37.3,-1.0,1.0,332.271530399,0.0,40.68,2.0,0.0,1.0
4784,Pleconaril,solid,J05AX,J05A,J05,J,381.349,5.04,0.0219,-4.2,1.0,,104.12,3.0,0.0,7.0,74.18,1.64,1.0,381.130026072,1.0,37.46,4.0,0.0,0.0
4788,Trabectedin,solid,L01CX,L01C,L01,L,761.837,4.19,0.328,-3.4,0.0,9.26,196.92,9.0,4.0,4.0,168.72,7.2,0.0,761.261829923,0.0,77.98,12.0,1.0,0.0
4832,Pretomanid,solid,J04AK,J04A,J04,J,359.2574,4.14,0.0117,-4.5,1.0,,72.91,3.0,0.0,6.0,88.65,-1.6,1.0,359.072905124,1.0,30.2,6.0,0.0,1.0
4845,Vintafolide,solid,L01CA,L01C,L01,L,1917.06,-12.0,0.0133,-5.2,0.0,2.47,492.22,12.0,23.0,44.0,716.39,11.9,0.0,1915.729405062,1.0,192.53,36.0,-2.0,0.0
4888,Crisaborole,solid,D11AH,D11A,D11,D,251.05,3.34,0.0234,-4.0,1.0,8.95,65.6,3.0,1.0,2.0,62.48,-3.7,1.0,251.075373,0.0,25.9,3.0,0.0,1.0
4897,Beraprost,solid,B01AC,B01A,B01,B,398.499,3.6,0.0099,-4.6,1.0,4.2,112.72,3.0,3.0,9.0,86.99,-1.4,1.0,398.209324066,1.0,44.74,5.0,-1.0,1.0
4905,Cobimetinib,solid,L01EE,L01E,L01,L,531.318,5.04,0.0422,-4.1,0.0,13.37,115.85,4.0,3.0,4.0,64.6,9.76,0.0,531.06306,0.0,44.75,4.0,1.0,0.0
4910,Silver sulfadiazine,solid,D06BA,D06B,D06,D,357.137,0.39,7.87,-1.7,1.0,6.99,63.4,2.0,1.0,2.0,95.17,2.01,1.0,355.949714262,0.0,24.1,6.0,-1.0,1.0
4911,Methsuximide,solid,N03AD,N03A,N03,N,203.2371,1.46,2.13,-2.0,1.0,19.03,56.35,2.0,0.0,1.0,37.38,-7.2,1.0,203.094628665,0.0,21.45,2.0,0.0,1.0
4925,Ibudilast,solid,R03DC,R03D,R03,R,230.3055,3.68,0.179,-3.1,1.0,16.55,79.38,2.0,0.0,3.0,34.37,1.85,1.0,230.141913208,0.0,26.31,2.0,0.0,1.0
4927,Rotigotine,solid,N04BC,N04B,N04,N,315.48,4.34,0.00904,-4.5,1.0,10.03,94.56,3.0,1.0,6.0,23.47,10.97,1.0,315.165685603,1.0,36.56,2.0,1.0,1.0
4928,Samarium (153Sm) lexidronam,solid,V10BX,V10B,V10,V,586.021,-4.2,20.0,-1.5,0.0,0.96,76.95,0.0,5.0,11.0,245.09,,0.0,585.895290894,0.0,31.44,14.0,-5.0,0.0
4938,Vandetanib,solid,L01EX,L01E,L01,L,475.354,4.54,0.0102,-4.7,1.0,14.35,118.63,4.0,1.0,6.0,59.51,9.13,1.0,474.106666884,1.0,47.1,6.0,1.0,1.0
4957,Pimavanserin,solid,N05AX,N05A,N05,N,427.564,4.01,0.00748,-4.8,1.0,15.06,122.93,3.0,1.0,8.0,44.81,8.44,1.0,427.26350551,1.0,47.76,3.0,1.0,1.0
4979,Dexlansoprazole,solid,A02BC,A02B,A02,A,369.36,3.03,0.25,-3.2,1.0,9.35,87.61,3.0,1.0,6.0,67.87,4.16,1.0,369.075882366,1.0,34.5,4.0,0.0,1.0
4993,Histamine,solid,L03AX,L03A,L03,L,111.1451,-0.7,169.0,0.18,1.0,14.46,31.66,1.0,2.0,2.0,54.7,9.58,0.0,111.079647303,0.0,12.08,2.0,1.0,1.0
5070,Palovarotene,solid,M09AX,M09A,M09,M,414.549,6.75,0.000344,-6.1,1.0,4.13,137.81,4.0,1.0,5.0,55.12,2.07,0.0,414.230728214,0.0,47.96,3.0,-1.0,0.0
5116,Telaprevir,solid,J05AP,J05A,J05,J,679.8493,2.58,0.0355,-4.3,0.0,11.86,180.04,5.0,4.0,14.0,179.56,-0.58,0.0,679.405732463,1.0,73.79,8.0,0.0,0.0
5125,Brivaracetam,solid,N03AX,N03A,N03,N,212.2887,0.66,46.8,-0.66,1.0,16.29,57.75,1.0,1.0,5.0,63.4,-1.1,1.0,212.152477894,0.0,23.77,2.0,0.0,1.0
5159,Sodium stibogluconate,solid,P01CB,P01C,P01,P,907.88,-3.4,68.4,-1.0,0.0,2.29,96.29,4.0,5.0,8.0,269.08,-3.0,0.0,905.918601405,1.0,39.78,17.0,-2.0,0.0
5180,Apremilast,solid,L04AA,L04A,L04,L,460.5,1.31,0.0341,-4.1,1.0,12.98,119.1,3.0,1.0,8.0,119.08,-4.2,1.0,460.130422295,1.0,46.71,7.0,0.0,1.0
5266,Abiraterone,solid,L02BX,L02B,L02,L,349.509,3.97,0.00305,-5.1,1.0,18.2,107.3,5.0,1.0,1.0,33.12,4.81,1.0,349.240564619,0.0,42.03,2.0,0.0,1.0
5379,Obeticholic acid,solid,A05AA,A05A,A05,A,420.6252,4.52,0.011,-4.6,1.0,4.6,118.35,4.0,3.0,5.0,77.76,-0.16,0.0,420.323959896,0.0,49.74,4.0,-1.0,1.0
5387,Cariprazine,solid,N05AX,N05A,N05,N,427.41,4.06,0.0279,-4.2,1.0,15.68,117.81,3.0,1.0,5.0,38.82,7.91,1.0,426.1953171,0.0,48.36,3.0,1.0,1.0
5406,Lumateperone,solid,N05AD,N05A,N05,N,393.506,3.59,0.0805,-3.7,1.0,16.61,116.42,5.0,0.0,5.0,26.79,8.47,1.0,393.221640697,0.0,44.27,4.0,1.0,1.0
5428,Cenobamate,solid,N03AX,N03A,N03,N,267.67,1.66,0.936,-2.5,1.0,14.28,76.43,2.0,1.0,5.0,95.92,-1.7,1.0,267.0523023,0.0,24.35,4.0,0.0,1.0
5435,Tirbanibulin,solid,D06BX,D06B,D06,D,431.536,3.21,0.0248,-4.2,1.0,15.36,124.86,4.0,1.0,9.0,63.69,6.63,1.0,431.220891806,1.0,48.49,5.0,0.0,1.0
5439,Sertindole,solid,N05AE,N05A,N05,N,440.941,4.15,0.00963,-4.7,1.0,14.33,131.77,5.0,1.0,5.0,40.51,8.56,0.0,440.177917386,0.0,47.18,2.0,1.0,1.0
5440,Spiramycin,solid,J01RA,J01R,J01,J,843.065,2.5,0.196,-3.6,0.0,12.53,219.25,4.0,4.0,11.0,195.38,9.33,0.0,842.514005071,1.0,93.01,15.0,2.0,0.0
5441,Sulfathiazole,solid,G01AE,G01A,G01,G,255.317,0.98,0.921,-2.4,1.0,6.93,62.27,2.0,2.0,2.0,85.08,2.04,1.0,255.013617927,0.0,23.93,4.0,-1.0,1.0
5442,Mianserin,solid,N06AX,N06A,N06,N,264.3648,3.83,0.232,-3.1,1.0,,84.5,4.0,0.0,0.0,6.48,6.92,1.0,264.16264865,0.0,30.79,2.0,0.0,1.0
5444,Sulfadimethoxine,solid,J01ED,J01E,J01,J,310.329,1.26,0.278,-3.0,1.0,6.91,77.75,2.0,2.0,4.0,116.43,1.99,1.0,310.073575646,0.0,29.6,7.0,-1.0,1.0
5445,Acetylcysteine,solid,R05CB,R05C,R05,R,163.195,-0.71,5.09,-1.5,1.0,3.82,37.67,0.0,3.0,3.0,66.4,-2.0,0.0,163.030313849,0.0,15.34,3.0,-1.0,1.0
5446,Nylidrin,solid,C04AA,C04A,C04,C,299.414,3.05,0.0204,-4.2,1.0,9.25,90.06,2.0,3.0,7.0,52.49,10.11,1.0,299.188529049,0.0,34.56,3.0,1.0,1.0
5447,Pizotifen,solid,N02CX,N02C,N02,N,295.44,4.49,0.00706,-4.6,1.0,,101.1,4.0,0.0,0.0,3.24,7.98,1.0,295.139470854,0.0,34.36,1.0,1.0,1.0
5448,Pentaerythritol tetranitrate,solid,C01DA,C01D,C01,C,316.1366,0.055,0.133,-3.4,0.0,,54.49,0.0,0.0,12.0,209.48,-5.5,1.0,316.01387174,0.0,22.79,12.0,0.0,0.0
5449,Rimonabant,solid,A08AX,A08A,A08,A,463.787,5.91,0.002,-5.4,1.0,10.8,122.83,4.0,1.0,4.0,50.16,1.68,0.0,462.078094435,0.0,47.96,3.0,0.0,0.0
5453,Garenoxacin,solid,J01MA,J01M,J01,J,426.42,1.62,0.0232,-4.3,1.0,6.05,110.37,5.0,2.0,5.0,78.87,8.88,1.0,426.139113458,0.0,42.39,6.0,0.0,1.0
5461,Noscapine,solid,R05DA,R05D,R05,R,413.4205,2.58,0.181,-3.4,1.0,13.07,107.08,5.0,0.0,4.0,75.69,7.14,1.0,413.147452095,0.0,42.17,7.0,1.0,1.0
5462,Romidepsin,solid,L01XH,L01X,L01,L,540.69,1.08,0.0209,-4.4,1.0,10.67,142.09,2.0,4.0,2.0,142.7,-0.54,0.0,540.207627243,0.0,54.55,5.0,0.0,0.0
5477,Pixantrone,solid,L01DB,L01D,L01,L,325.372,0.35,0.494,-2.8,1.0,,95.28,3.0,4.0,6.0,123.13,9.52,1.0,325.153874872,1.0,35.09,7.0,2.0,1.0
5480,Icatibant,solid,B06AC,B06A,B06,B,1304.54,-7.7,0.0362,-4.6,0.0,3.46,363.79,7.0,18.0,30.0,516.22,12.48,0.0,1303.660795176,1.0,135.1,23.0,3.0,0.0
5484,Tedisamil,solid,C01BD,C01B,C01,C,288.4708,2.78,0.0214,-4.1,1.0,,88.51,5.0,0.0,4.0,6.48,9.26,1.0,288.256549034,0.0,35.7,2.0,2.0,1.0
5485,Rufinamide,solid,N03AF,N03A,N03,N,238.1935,1.27,0.642,-2.6,1.0,12.64,67.07,2.0,1.0,3.0,73.8,-1.0,1.0,238.066617308,0.0,20.42,3.0,0.0,1.0
5486,Lasofoxifene,solid,G03XC,G03X,G03,G,413.5512,5.97,0.000398,-6.0,1.0,10.21,126.83,5.0,1.0,6.0,32.7,8.98,0.0,413.235479241,1.0,47.58,3.0,1.0,0.0
5487,Alogliptin,solid,A10BD,A10B,A10,A,339.3916,1.16,0.58,-2.8,1.0,,104.26,3.0,1.0,3.0,93.67,9.47,1.0,339.169524941,0.0,35.64,5.0,1.0,1.0
5488,Tapentadol,solid,N02AX,N02A,N02,N,221.3385,2.96,0.78,-2.4,1.0,10.28,69.56,1.0,1.0,5.0,23.47,9.6,1.0,221.177964363,0.0,26.58,2.0,1.0,1.0
5490,Sugammadex,solid,V03AB,V03A,V03,V,2002.12,-5.4,26.6,-1.9,0.0,2.82,432.64,9.0,24.0,40.0,769.76,,0.0,2000.408874758,1.0,189.62,48.0,-8.0,0.0
5491,Silodosin,solid,G04CA,G04C,G04,G,495.5345,3.05,0.0111,-4.6,1.0,14.87,128.92,3.0,3.0,14.0,97.05,9.66,0.0,495.234491142,1.0,49.89,6.0,1.0,1.0
5492,Prasugrel,solid,B01AC,B01A,B01,B,373.441,4.31,0.00237,-5.2,1.0,15.34,96.81,4.0,0.0,6.0,46.61,5.12,1.0,373.114792406,1.0,37.7,3.0,0.0,1.0
5493,Eltrombopag,solid,B02BX,B02B,B02,B,442.4666,6.03,0.0103,-4.6,1.0,3.97,126.48,4.0,3.0,5.0,114.59,-0.12,0.0,442.164105212,0.0,47.7,7.0,-2.0,0.0
5494,Doripenem,solid,J01DH,J01D,J01,J,420.504,-5.6,3.13,-2.1,1.0,3.34,99.88,3.0,5.0,6.0,162.06,9.51,0.0,420.1137259,1.0,42.37,8.0,0.0,1.0
5495,Tolvaptan,solid,C03XA,C03X,C03,C,448.941,5.35,0.00124,-5.6,1.0,14.19,129.16,4.0,2.0,3.0,69.64,-2.1,1.0,448.155370383,0.0,48.16,3.0,0.0,0.0
5496,Regadenoson,liquid,C01EB,C01E,C01,C,390.354,-2.3,4.85,-1.9,1.0,12.35,95.48,4.0,5.0,4.0,186.46,1.54,0.0,390.140015726,0.0,38.25,10.0,0.0,1.0
5498,Asenapine,solid,N05AH,N05A,N05,N,285.77,3.72,0.0312,-4.0,1.0,,81.65,4.0,0.0,0.0,12.47,7.29,1.0,285.0920418,0.0,30.83,1.0,1.0,1.0
5499,Vernakalant,solid,C01BG,C01B,C01,C,349.471,2.51,0.156,-3.4,1.0,14.85,98.27,3.0,1.0,7.0,51.16,9.65,1.0,349.225308482,1.0,39.63,5.0,1.0,1.0
5500,Lacosamide,solid,N03AX,N03A,N03,N,250.2936,-0.022,0.465,-2.7,1.0,12.46,67.57,1.0,2.0,6.0,67.43,-2.0,1.0,250.131742452,0.0,26.68,3.0,0.0,1.0
5505,Rivaroxaban,solid,B01AF,B01A,B01,B,435.881,1.9,0.01,-4.6,1.0,13.6,104.74,4.0,1.0,5.0,88.18,-1.6,1.0,435.065569098,0.0,43.39,5.0,0.0,1.0
5507,Nalmefene,solid,N07BB,N07B,N07,N,339.435,1.95,0.839,-2.6,1.0,10.35,95.21,6.0,2.0,2.0,52.93,9.57,1.0,339.183443669,0.0,37.04,4.0,1.0,1.0
5509,Ridaforolimus,solid,L01EG,L01E,L01,L,990.222,7.25,0.000805,-6.1,0.0,9.96,267.98,4.0,2.0,8.0,201.5,-3.0,0.0,989.562943387,1.0,107.25,12.0,0.0,0.0
5510,Maribavir,solid,J05AX,J05A,J05,J,376.23,1.84,0.72,-2.7,1.0,12.45,90.01,3.0,4.0,4.0,99.77,6.38,1.0,375.0752615,0.0,37.49,6.0,0.0,1.0
5517,Eflornithine,solid,P01CX,P01C,P01,P,182.171,-2.9,50.0,-0.56,1.0,2.19,37.73,0.0,3.0,5.0,89.34,10.2,0.0,182.08668396,0.0,15.8,4.0,1.0,1.0
5532,Hexaminolevulinate,solid,V04CX,V04C,V04,V,215.293,1.37,0.511,-2.6,1.0,16.11,58.29,0.0,1.0,10.0,69.39,7.83,1.0,215.15214354,0.0,24.96,3.0,1.0,1.0
5533,Droxidopa,solid,C01CA,C01C,C01,C,213.189,-2.7,15.3,-1.1,1.0,1.46,50.29,1.0,5.0,3.0,124.01,8.72,0.0,213.063722458,0.0,19.85,6.0,0.0,1.0
5534,Amrubicin,solid,L01DB,L01D,L01,L,483.473,1.74,1.14,-2.6,1.0,8.1,122.01,5.0,5.0,3.0,176.61,7.02,0.0,483.152931389,0.0,48.75,10.0,1.0,1.0
5535,Tolperisone,solid,M03BX,M03B,M03,M,245.366,3.57,0.167,-3.2,1.0,16.51,76.35,2.0,0.0,4.0,20.31,8.78,1.0,245.177964365,0.0,29.6,2.0,1.0,1.0
5536,Lonidamine,solid,L01XX,L01X,L01,L,321.158,4.4,0.00904,-4.6,1.0,3.12,92.4,3.0,1.0,3.0,55.12,-1.5,1.0,320.011932988,0.0,30.34,3.0,-1.0,1.0
5537,Udenafil,solid,G04BE,G04B,G04,G,516.656,2.74,0.0798,-3.8,1.0,10.25,153.11,4.0,2.0,10.0,117.92,8.44,0.0,516.25187436,1.0,56.34,8.0,1.0,0.0
5538,Sitaxentan,solid,C02KX,C02K,C02,C,454.905,3.09,0.0181,-4.4,1.0,6.89,105.8,4.0,1.0,5.0,107.73,0.75,1.0,454.006005309,0.0,43.12,6.0,-1.0,1.0
5543,Alvimopan,solid,A06AH,A06A,A06,A,424.5326,0.82,0.00834,-4.7,1.0,3.71,120.56,3.0,3.0,8.0,89.87,10.66,1.0,424.236207522,1.0,46.77,5.0,0.0,1.0
5547,Levocetirizine,solid,R06AE,R06A,R06,R,388.89,0.87,0.0658,-3.8,1.0,3.59,106.87,3.0,1.0,8.0,53.01,7.42,1.0,388.1553704,1.0,41.93,5.0,0.0,1.0
5548,Ziconotide,solid,N02BG,N02B,N02,N,2639.14,-23.0,2.36,-3.0,0.0,3.41,671.2,4.0,42.0,38.0,1133.84,12.18,0.0,2637.09833574,1.0,265.03,43.0,6.0,0.0
5550,Temsirolimus,solid,L01EG,L01E,L01,L,1030.2871,7.13,0.00235,-5.6,0.0,9.96,277.07,4.0,4.0,11.0,241.96,-2.9,0.0,1029.602485741,1.0,112.7,14.0,0.0,0.0
5551,Amisulpride,solid,N05AL,N05A,N05,N,369.479,0.25,0.293,-3.1,1.0,14.03,99.84,2.0,2.0,7.0,101.73,8.28,1.0,369.172227057,0.0,39.82,6.0,1.0,1.0
5552,Simeprevir,solid,G01AE,G01A,G01,G,749.939,4.56,0.00303,-5.4,1.0,3.77,206.95,7.0,2.0,7.0,156.89,1.61,0.0,749.291690263,1.0,80.38,9.0,-1.0,0.0
5553,Dapagliflozin,solid,A10BK,A10B,A10,A,408.873,2.11,0.173,-3.4,1.0,12.57,104.93,3.0,4.0,6.0,99.38,-3.0,1.0,408.133966239,1.0,42.88,6.0,0.0,1.0
5583,Saxagliptin,solid,A10BD,A10B,A10,A,315.41,-0.08,2.26,-2.1,1.0,14.74,83.99,5.0,2.0,2.0,90.35,7.9,1.0,315.194677059,0.0,34.22,4.0,1.0,1.0
5594,Iclaprim,solid,J01EA,J01E,J01,J,354.41,2.49,0.142,-3.4,1.0,17.32,101.99,4.0,2.0,5.0,105.51,7.15,1.0,354.169190584,0.0,37.53,7.0,1.0,1.0
5609,Xaliproden,solid,N07XX,N07X,N07,N,381.442,6.23,0.000229,-6.2,1.0,,109.26,4.0,0.0,5.0,3.24,8.96,0.0,381.170434201,0.0,41.17,1.0,1.0,0.0
5615,Bazedoxifene,solid,G03XC,G03X,G03,G,470.613,6.01,0.000564,-5.9,1.0,9.63,141.9,5.0,2.0,7.0,57.86,9.09,0.0,470.256942963,1.0,54.06,4.0,1.0,0.0
5616,Telavancin,solid,J01XA,J01X,J01,J,1755.65,-6.2,0.0148,-5.1,0.0,1.55,429.41,10.0,23.0,30.0,598.09,9.99,0.0,1753.6374296,1.0,175.85,29.0,0.0,0.0
5617,Ambrisentan,solid,C02KX,C02K,C02,C,378.428,3.5,0.05,-3.9,1.0,3.59,104.17,3.0,1.0,7.0,81.54,2.48,1.0,378.157957196,1.0,38.86,6.0,-1.0,1.0
5623,Doxercalciferol,solid,H05BX,H05B,H05,H,412.6478,5.75,0.00168,-5.4,1.0,14.39,130.36,3.0,2.0,5.0,40.46,-2.8,0.0,412.334130652,0.0,51.58,2.0,0.0,0.0
5624,Oxymetholone,solid,A14AA,A14A,A14,A,332.484,3.55,0.0349,-4.0,1.0,8.87,94.6,4.0,2.0,0.0,57.53,-0.53,1.0,332.23514489,0.0,38.84,3.0,0.0,1.0
5625,Armodafinil,solid,N06BA,N06B,N06,N,273.35,1.53,0.622,-2.6,1.0,8.84,77.39,2.0,1.0,5.0,60.16,-4.4,1.0,273.082349901,0.0,28.2,2.0,0.0,1.0
5626,Etravirine,solid,J05AG,J05A,J05,J,435.277,5.54,0.0169,-4.4,1.0,10.99,111.87,3.0,2.0,4.0,120.64,3.49,1.0,434.049071779,0.0,41.09,6.0,0.0,0.0
5642,Cangrelor,solid,B01AC,B01A,B01,B,776.35,-0.12,4.33,-2.2,0.0,0.8,153.78,3.0,7.0,16.0,255.91,2.61,0.0,774.9483145,1.0,63.92,14.0,-3.0,0.0
5648,Lonafarnib,solid,A16AX,A16A,A16,A,638.822,4.74,0.000829,-5.9,1.0,15.75,149.31,5.0,1.0,3.0,79.53,3.28,0.0,636.050229257,0.0,60.09,3.0,0.0,0.0
5665,Clomethiazole,solid,N05CX,N05C,N05,N,161.65,1.77,0.674,-2.4,1.0,,40.37,1.0,0.0,2.0,12.89,3.18,0.0,161.0065981,0.0,16.14,1.0,0.0,1.0
5672,Propentofylline,solid,N06BC,N06B,N06,N,306.3602,1.11,2.72,-2.0,1.0,19.64,82.79,2.0,0.0,7.0,75.51,-1.2,1.0,306.16919059,0.0,33.18,4.0,0.0,1.0
5673,Prucalopride,solid,A06AX,A06A,A06,A,367.87,0.74,0.129,-3.5,1.0,14.64,100.67,3.0,2.0,6.0,76.82,8.98,1.0,367.1662694,1.0,39.08,5.0,1.0,1.0
5707,Etilevodopa,solid,N04BA,N04B,N04,N,225.244,0.97,1.78,-2.1,1.0,9.29,58.6,1.0,3.0,5.0,92.78,6.97,1.0,225.100107967,0.0,23.27,4.0,1.0,1.0
5740,Pazopanib,solid,L01EX,L01E,L01,L,437.518,3.55,0.0433,-4.0,1.0,10.41,132.18,4.0,2.0,5.0,119.03,4.36,0.0,437.163393705,0.0,45.4,7.0,0.0,1.0
5741,Ceftaroline fosamil,solid,J01DI,J01D,J01,J,684.67,-3.7,0.0245,-4.5,0.0,1.8,171.63,5.0,4.0,11.0,223.24,0.39,0.0,684.010281362,1.0,63.9,13.0,-1.0,0.0
5743,Agomelatine,solid,N06AX,N06A,N06,N,243.301,2.04,0.00776,-4.5,1.0,15.96,71.64,2.0,1.0,4.0,38.33,-1.6,1.0,243.125928793,0.0,27.24,2.0,0.0,1.0
5744,Midostaurin,solid,L01EX,L01E,L01,L,570.649,5.43,0.0157,-4.6,0.0,13.45,162.61,9.0,1.0,3.0,77.73,-0.83,0.0,570.226705462,0.0,60.58,4.0,0.0,0.0
5748,Nemonoxacin,solid,J01MB,J01M,J01,J,371.437,-0.44,0.453,-2.9,1.0,5.73,103.06,4.0,2.0,4.0,96.1,9.66,0.0,371.184506297,0.0,40.05,7.0,0.0,1.0
5750,Panobinostat,solid,L01XH,L01X,L01,L,349.434,2.48,0.00198,-5.2,1.0,9.31,105.5,3.0,4.0,7.0,77.15,9.95,1.0,349.179026993,1.0,38.94,3.0,1.0,1.0
5752,Apixaban,solid,B01AF,B01A,B01,B,459.4971,1.83,0.0679,-3.8,1.0,13.07,126.9,5.0,1.0,5.0,110.76,-1.6,1.0,459.190654313,0.0,49.74,5.0,0.0,1.0
5755,Tafenoquine,solid,P01BA,P01B,P01,P,463.501,4.97,0.00137,-5.5,1.0,17.14,122.55,3.0,2.0,10.0,78.63,10.2,1.0,463.208276263,1.0,47.38,5.0,1.0,1.0
5760,Peramivir,solid,J05AH,J05A,J05,J,328.4072,-2.1,0.38,-2.9,1.0,4.09,94.46,1.0,6.0,7.0,148.53,12.46,0.0,328.211055404,0.0,34.85,7.0,0.0,0.0
5761,Bosutinib,solid,L01EA,L01E,L01,L,530.446,4.09,0.0095,-4.8,1.0,15.48,142.12,4.0,1.0,9.0,82.88,8.03,0.0,529.164745233,1.0,56.02,8.0,1.0,0.0
5766,Flupirtine,solid,N02BG,N02B,N02,N,304.3195,2.67,0.0732,-3.6,1.0,12.9,85.49,2.0,3.0,6.0,89.27,7.5,1.0,304.133554013,0.0,31.37,5.0,1.0,1.0
5769,Axitinib,solid,L01EK,L01E,L01,L,386.47,4.15,0.000551,-5.8,1.0,13.07,115.14,4.0,2.0,5.0,70.67,4.59,1.0,386.120131908,0.0,42.58,3.0,0.0,1.0
5773,Casopitant,solid,A04AD,A04A,A04,A,616.625,4.97,0.00445,-5.1,1.0,,149.02,4.0,0.0,6.0,47.1,7.31,0.0,616.264823524,1.0,57.87,3.0,1.0,0.0
5776,Dalfampridine,solid,N07XX,N07X,N07,N,94.1145,0.29,271.0,0.46,1.0,16.04,40.09,1.0,2.0,0.0,35.88,12.18,0.0,94.053098202,0.0,9.66,2.0,1.0,1.0
5788,Safinamide,solid,N04BD,N04B,N04,N,302.349,2.48,0.00989,-4.5,1.0,15.76,83.0,2.0,2.0,7.0,64.35,7.93,1.0,302.143056023,0.0,32.16,3.0,1.0,1.0
5795,Pasireotide,solid,H01CB,H01C,H01,H,1047.2062,2.67,0.00203,-5.7,0.0,9.08,286.66,8.0,9.0,18.0,281.2,10.41,0.0,1046.50142376,1.0,111.08,10.0,2.0,0.0
5806,Naproxcinod,solid,M01AE,M01A,M01,M,347.367,3.72,0.000281,-6.1,1.0,,91.11,2.0,0.0,10.0,87.9,-4.8,1.0,347.1368874,0.0,36.19,5.0,0.0,1.0
5807,Clevudine,solid,J05AF,J05A,J05,J,260.221,-1.1,87.7,-0.47,1.0,10.1,55.23,2.0,3.0,2.0,99.1,-3.0,0.0,260.08084969,0.0,23.2,5.0,0.0,1.0
5808,Vilazodone,solid,N06AX,N06A,N06,N,441.5249,3.72,0.123,-3.6,1.0,14.19,129.71,5.0,2.0,7.0,102.29,8.6,1.0,441.216475133,1.0,50.03,4.0,1.0,1.0
5809,Laquinimod,solid,N07XX,N07X,N07,N,356.81,2.55,0.0438,-3.9,1.0,5.02,97.31,3.0,1.0,3.0,60.85,-2.2,1.0,356.0927701,0.0,35.31,3.0,-1.0,1.0
